pid,uid,helpN,helpD,score,time
210895440,471401414,1,1,5.000000,1250553600
213713530,463405998,0,0,5.000000,1265760000
225575573,455803822,1,1,3.000000,1268006400
190513676,205914897,0,0,5.000000,928972800
224526995,459408331,0,0,5.000000,1354838400
195691070,451019658,3,7,2.000000,1250812800
212992600,443614121,0,1,2.000000,1187136000
196477488,205914897,1,3,5.000000,1048291200
224002712,444990375,0,0,5.000000,1296777600
213647985,423166897,4,10,3.000000,1151366400
208798328,426509179,4,6,5.000000,1205107200
202572367,472318924,3,5,1.000000,1189900800
208667251,441582492,0,0,4.000000,1295827200
207618660,478151661,0,0,4.000000,1323648000
200147550,452199299,4,4,4.000000,1025136000
199426642,446890931,4,4,5.000000,991008000
214631002,391643985,0,0,5.000000,1357430400
201130576,465830911,13,20,4.000000,994723200
212861538,450298830,7,9,5.000000,1131840000
204472930,497419269,0,0,3.000000,1007337600
204472930,398328644,12,18,1.000000,971222400
204472930,463537047,49,69,5.000000,993513600
196543040,205914897,0,1,5.000000,1003017600
221053577,463864783,2,2,5.000000,1227830400
205324902,399115109,1,1,4.000000,1181520000
227738279,463864753,0,0,5.000000,1355529600
206045801,455345071,5,5,2.000000,1264377600
225575598,488571902,5,7,3.000000,1199664000
204145232,435159896,2,6,2.000000,1046563200
217514638,449053627,1,1,4.000000,1192752000
195035694,426312586,5,5,5.000000,1173571200
212730461,476054496,0,1,5.000000,1289952000
212730461,205914897,0,1,5.000000,1124755200
202572376,413074320,12,42,1.000000,1303344000
202637913,484639759,1,1,5.000000,1341619200
202768987,205914897,1,3,5.000000,916272000
203358819,471860204,0,7,5.000000,1240617600
201196097,472515544,1,4,4.000000,1095897600
195691060,491652078,13,18,3.000000,1189987200
202179151,469631964,1,2,4.000000,988329600
201196095,413467479,7,29,2.000000,1050278400
231473838,457835463,1,1,5.000000,1356393600
189334055,473957335,0,4,5.000000,1159056000
203096649,400950134,1,2,5.000000,1077062400
202834500,483918841,0,0,3.000000,1060992000
188809746,205914897,3,3,5.000000,947462400
217711209,447021972,1,1,4.000000,1190592000
207028841,487130094,0,0,4.000000,1356220800
204735070,452199327,1,1,4.000000,1072828800
188088846,441058189,2,5,4.000000,928454400
205783660,476775383,6,6,1.000000,1142121600
203489881,205914897,1,2,5.000000,979948800
216203901,477168586,2,2,5.000000,945302400
216203901,416809853,2,2,5.000000,1168473600
203883103,469173193,0,0,5.000000,961718400
201589327,445842364,0,0,5.000000,1207180800
209977934,431686588,0,0,4.000000,1350518400
203686492,506004517,6,6,5.000000,944784000
206045791,475530199,0,2,3.000000,1258329600
204014176,383386478,0,4,5.000000,1168300800
204014175,398787441,1,1,5.000000,980899200
205783657,438174595,12,13,5.000000,1143504000
212730468,453510043,0,0,5.000000,924652800
201851449,431948689,0,0,3.000000,1357430400
205652573,435159896,1,1,2.000000,1076371200
202244676,421135261,5,5,4.000000,946684800
203686490,425132941,0,0,5.000000,1204070400
203424341,390726515,1,1,4.000000,1205280000
203686489,462095253,2,3,4.000000,1274832000
216662648,466224068,3,4,4.000000,1101513600
215745144,466551761,2,2,5.000000,1217376000
218890889,446825410,52,69,4.000000,1262822400
202768969,205914897,1,2,2.000000,918000000
203686487,205914897,3,4,2.000000,958262400
219415162,389350233,0,0,5.000000,1311292800
187367945,393544554,0,0,5.000000,978739200
200081982,492897282,3,5,4.000000,1140652800
215614057,497812473,1,1,5.000000,1325635200
210764401,459867073,1,1,5.000000,1167264000
199426610,468976565,1,4,5.000000,1047686400
195297817,476513247,0,0,5.000000,1325289600
188088845,452723697,4,7,3.000000,1100390400
200344129,437584818,4,4,4.000000,1131667200
210043510,486343663,0,0,5.000000,978393600
201851458,205914897,1,8,5.000000,1039910400
203227735,427951037,0,1,3.000000,1022198400
219349631,432407435,7,8,5.000000,1016496000
210961026,205914897,2,2,3.000000,993340800
238551751,449708950,2,4,5.000000,1277164800
186647048,205914897,10,11,5.000000,1003017600
204866156,468648930,14,15,5.000000,1029888000
202834509,493618128,4,4,5.000000,1138147200
204997229,205914897,0,0,5.000000,917654400
204341859,486802412,1,1,5.000000,1225670400
199557683,445121460,19,22,4.000000,1190073600
204014173,480052173,0,0,5.000000,943660800
205390448,470156202,5,6,1.000000,1269820800
204669540,472974305,0,0,2.000000,1288915200
201065031,435094433,4,5,2.000000,980726400
205783668,468190170,2,2,2.000000,1026691200
203752020,479331262,1,4,2.000000,1045440000
203227724,461505458,11,27,1.000000,1112745600
221315746,440206243,1,2,5.000000,1204156800
221315746,490406900,14,16,5.000000,1136764800
205783642,482804722,0,0,4.000000,1360108800
200409662,465306547,0,1,2.000000,1218585600
218104457,412484513,0,1,4.000000,1268006400
204145237,449643426,7,10,4.000000,1056067200
204210773,446956449,1,6,3.000000,1041724800
204472893,469238737,7,7,5.000000,1029542400
206635642,440140703,23,23,5.000000,1106179200
206635610,434373515,0,0,5.000000,1356480000
214041193,485753858,2,2,5.000000,1120262400
202244689,485098533,1,3,5.000000,1260921600
202244689,205914897,3,6,1.000000,1008633600
202834522,205914897,0,0,5.000000,991526400
200409658,432931728,0,0,5.000000,1237334400
202310226,417530758,9,12,1.000000,1106956800
205324900,465109990,4,11,2.000000,1074038400
206766714,205914897,2,5,1.000000,1059177600
206176880,476054491,8,11,4.000000,1025308800
200802873,359072545,1,2,4.000000,1205193600
207028860,427295653,0,0,5.000000,1229385600
205849194,372376387,2,5,2.000000,1013644800
197722693,439223235,4,5,4.000000,1140048000
207225469,205914897,0,1,5.000000,1059350400
207225469,382927692,0,0,5.000000,1187136000
206635636,463799216,6,8,3.000000,1114041600
199885376,423035732,0,0,5.000000,1239840000
198050376,205914897,6,8,5.000000,1008806400
197788228,497353718,0,1,5.000000,1169164800
209584745,456197077,0,0,5.000000,1316908800
213779059,469763052,1,1,4.000000,1221436800
195494456,467010508,23,23,5.000000,1131667200
199426613,483263469,1,2,5.000000,999216000
221905560,471663578,1,1,5.000000,1356393600
201523796,468190118,0,0,5.000000,1004227200
201130584,509608981,24,24,3.000000,1056585600
205259377,463930319,2,2,5.000000,1140912000
191693335,498729966,0,0,4.000000,1283644800
202441291,449774457,2,2,4.000000,1169078400
224264829,432014238,4,5,4.000000,1168473600
219284107,475333598,2,3,5.000000,1236988800
209125998,406979410,0,0,5.000000,1353110400
208208479,452527022,0,1,5.000000,1176595200
208601700,205914897,0,0,5.000000,911260800
219742862,465109964,0,0,5.000000,1236729600
216728214,463537122,1,3,3.000000,991094400
202375768,474416093,0,1,4.000000,1080172800
202703451,424281007,6,8,3.000000,946166400
202768988,486278121,0,0,5.000000,1029369600
202834525,474743779,0,2,2.000000,952560000
202900062,418841489,1,1,5.000000,1355875200
186647047,416809896,8,10,5.000000,1085788800
220529299,484574197,11,30,1.000000,1264982400
220856996,396624753,4,4,5.000000,1185840000
190251534,501023757,0,0,5.000000,1357603200
216138335,495059924,1,1,5.000000,1188172800
198836808,453510086,0,1,3.000000,1200787200
203883099,433783752,5,14,5.000000,1265500800
197526068,430441390,1,1,5.000000,992563200
216072794,456852425,0,1,1.000000,1358553600
216072794,447415186,0,1,5.000000,1358985600
216072794,414253947,1,2,4.000000,1361664000
198640211,478807009,2,2,5.000000,931651200
209060475,422183833,0,0,5.000000,1039737600
202900042,205914897,16,16,5.000000,949017600
202441283,205914897,1,1,5.000000,1070150400
218628735,482542609,0,1,4.000000,1356307200
203293255,483132379,9,9,4.000000,953337600
222298771,404423517,2,2,5.000000,1149206400
225182355,388629361,1,1,5.000000,1344729600
209715834,469435351,3,3,5.000000,1091232000
218628730,500958229,4,9,5.000000,1348963200
217252452,465896401,0,0,5.000000,1356566400
200344115,494404606,0,1,5.000000,1193529600
219480706,463602625,3,25,1.000000,1004227200
204145227,460129217,34,34,4.000000,1133568000
187367946,335283002,4,6,2.000000,1050883200
212402781,427885453,6,6,4.000000,1306972800
209912436,460456929,8,8,4.000000,1008547200
207225437,464978896,0,0,5.000000,1354838400
203555409,496698390,0,0,5.000000,1307577600
207159879,508036076,3,11,1.000000,1322092800
214041213,478413826,1,1,4.000000,1112227200
202113594,462619619,0,0,5.000000,1355529600
219873900,393872240,7,16,3.000000,1163721600
203358796,205914897,0,0,4.000000,937440000
204472924,205914897,0,3,4.000000,1055808000
189530638,488244205,0,2,3.000000,1305849600
210043505,205914897,2,7,5.000000,1048204800
204669533,474547146,6,8,5.000000,971222400
225051290,414516121,0,0,1.000000,1313107200
191300132,433324970,5,7,3.000000,1043107200
190120466,478086097,9,14,1.000000,996364800
204341846,495780857,0,0,4.000000,1354752000
203162179,474809296,5,6,5.000000,1226188800
191169056,415957898,3,3,5.000000,1015718400
219939457,423625605,8,14,2.000000,1239062400
207749728,475661294,10,11,5.000000,1096070400
208470628,502858769,1,1,5.000000,1254528000
189661703,446432183,2,2,4.000000,991872000
199688766,408748947,4,4,5.000000,991612800
198378026,485622737,0,0,5.000000,1324252800
199950914,205914897,1,2,4.000000,921801600
207815278,451806122,3,6,5.000000,1257033600
202441301,491979788,0,0,4.000000,1029542400
222298778,444531590,1,2,5.000000,1355529600
222298778,445907903,0,0,5.000000,1357516800
217973349,455541670,0,0,5.000000,1357257600
222757523,404816769,2,2,2.000000,1183939200
222429850,456655807,1,1,4.000000,1354320000
205718113,205914897,0,2,4.000000,936489600
204603983,480642034,0,0,5.000000,1247961600
205587037,486540251,1,1,5.000000,1191196800
200213075,508298265,1,2,3.000000,1014681600
205849185,433914792,0,1,4.000000,1236297600
200933981,457835489,0,0,5.000000,1291507200
228197016,421266274,2,4,3.000000,1093564800
229507756,476906439,0,2,5.000000,1201219200
204997203,205914897,86,92,5.000000,1063152000
209846894,445055878,1,19,3.000000,1122940800
227213959,482345949,53,57,3.000000,1235088000
203752012,428606334,0,2,4.000000,1141257600
205128289,421331857,1,1,3.000000,1081641600
206242417,205914897,0,2,3.000000,1103328000
205455957,483918848,2,3,5.000000,1225584000
206635622,205914897,1,1,5.000000,917308800
201654855,457835407,0,0,4.000000,1020211200
207290991,490144693,1,1,3.000000,1264291200
221577843,405996380,3,4,1.000000,1156032000
197984825,205914897,0,0,5.000000,934502400
207553135,415302545,1,3,4.000000,1291334400
207684209,463799202,2,3,5.000000,1284854400
223216273,457311151,0,0,5.000000,1358812800
213713518,493487084,0,1,4.000000,1356048000
191693331,434176957,0,0,5.000000,1302825600
200475209,488768498,2,2,5.000000,999129600
208732796,423756721,6,6,5.000000,1165968000
225051261,205914897,11,23,1.000000,921283200
198902320,205914897,0,0,5.000000,930787200
199361078,205914897,0,0,5.000000,912643200
207159906,441844654,0,0,5.000000,1356307200
204669532,419824534,1,9,1.000000,1102377600
201523797,426509171,0,0,5.000000,1247097600
208601717,390529909,0,1,4.000000,1302393600
208798328,391185242,3,3,5.000000,1019606400
207487587,205914897,0,0,5.000000,919382400
226427571,465896425,1,1,3.000000,1326067200
201392719,479134671,3,6,5.000000,964137600
202768972,472253380,0,1,5.000000,1017532800
187367948,205914897,1,1,5.000000,987724800
183042554,391381883,1,2,5.000000,1124755200
201851453,426967961,0,0,5.000000,964396800
209388144,205914897,3,6,5.000000,1083024000
208077417,205914897,0,0,5.000000,1257033600
210829956,495256584,1,3,5.000000,1099958400
216531598,472646631,0,0,5.000000,1151280000
216531598,456524757,0,0,5.000000,1150416000
216531598,444793750,0,0,5.000000,1150416000
216531598,447284118,0,0,5.000000,1153353600
216531598,430441325,0,0,5.000000,1150588800
210240119,471991293,3,3,4.000000,1065398400
201917009,205914897,3,4,5.000000,982281600
217907859,205914897,0,0,5.000000,938736000
198115906,430441333,0,4,5.000000,1020902400
188088842,391709536,3,3,5.000000,1317945600
214696560,442696557,0,0,5.000000,1342310400
212730490,507905050,1,1,4.000000,1277164800
196411942,453903289,3,5,1.000000,1025395200
218890889,468452339,2,2,5.000000,1107907200
198378052,451412896,3,3,5.000000,1127606400
197853755,205914897,3,35,1.000000,1054771200
225116814,445383580,5,5,4.000000,1180656000
185926151,453051319,2,2,4.000000,1278288000
196936235,435684296,0,1,5.000000,1037750400
202113615,451478482,0,0,4.000000,1168300800
204210775,423560052,5,10,5.000000,984614400
205783654,494142460,2,31,1.000000,1034035200
217121378,454099927,1,1,3.000000,1351036800
205128279,205914897,3,3,5.000000,1027728000
203489887,205914897,2,7,2.000000,972950400
203883109,443220857,0,2,5.000000,1244419200
202244684,447939507,0,0,5.000000,1323561600
205324892,436994967,1,3,3.000000,1033603200
206307943,455869387,0,0,4.000000,1021420800
203489885,205914897,0,0,4.000000,900979200
204800624,457114530,20,45,1.000000,969840000
205390422,365429606,4,10,1.000000,1079222400
204014155,427688838,1,1,3.000000,1016755200
206635635,440730519,0,0,4.000000,982281600
205980265,461112240,4,9,2.000000,992476800
213647970,483853333,0,4,3.000000,1259971200
202572363,461439944,14,15,5.000000,956966400
202441309,418710418,2,2,3.000000,1208995200
202637920,205914897,7,9,4.000000,955065600
205324915,484115484,5,5,4.000000,1131840000
207487571,423297964,2,3,5.000000,1041811200
225641127,467928023,0,0,5.000000,1361318400
205128302,459277253,2,2,5.000000,1173657600
187367940,445449117,11,11,5.000000,970790400
200344142,429851556,1,1,4.000000,1328054400
220005011,391381857,4,4,5.000000,1172793600
205259372,406193034,1,1,5.000000,1354233600
224461454,449708990,1,1,5.000000,1218931200
200671826,402850675,0,0,5.000000,924566400
206242426,463209379,0,0,4.000000,1355270400
204407389,489292779,0,0,5.000000,1232236800
204341852,381748034,385,404,5.000000,986515200
206045814,433259415,0,0,1.000000,1290297600
218956413,459015090,8,8,5.000000,1352073600
218759832,470090705,0,0,5.000000,1003795200
205849191,453182400,3,3,3.000000,1315785600
200868436,484705214,2,3,5.000000,1248998400
201196121,466289599,0,2,4.000000,987811200
199098936,398066533,15,16,4.000000,961545600
236913339,461636522,9,10,3.000000,1154995200
199164473,466748336,7,7,5.000000,989539200
212402793,468976582,0,0,5.000000,1274659200
212009592,205914897,0,0,5.000000,1123718400
193069600,393151374,0,0,5.000000,1311206400
194314818,499123208,8,9,1.000000,1178928000
188088837,469762986,0,0,5.000000,997228800
190251541,450364314,1,1,4.000000,1360454400
222364322,406455160,0,0,4.000000,1237852800
193135124,205914897,1,1,5.000000,933120000
193135124,498074648,0,0,5.000000,1359331200
210895455,439747505,0,0,5.000000,1360454400
216007298,456721341,1,1,4.000000,1293321600
227541683,476513240,4,4,4.000000,1128556800
222757520,485229556,10,11,3.000000,1255996800
207749757,430179193,0,0,4.000000,1319328000
198509109,451740578,4,54,1.000000,1043625600
213058180,402129789,0,0,5.000000,1328313600
218759812,483984342,0,0,3.000000,1267574400
205193831,399442779,4,7,3.000000,1176595200
195232312,443548613,0,0,5.000000,959472000
214893181,205914897,1,12,1.000000,1064188800
199098939,421462963,9,9,4.000000,1120780800
219546259,205914897,1,1,4.000000,890611200
192807464,205914897,0,1,5.000000,1007942400
207159917,437257138,1,2,3.000000,1142467200
191103501,420545443,0,0,5.000000,1238112000
193200685,384107369,12,14,5.000000,1036627200
199164457,465634247,2,19,1.000000,1133308800
204341861,379716431,4,15,2.000000,1051660800
207553119,433914792,4,4,4.000000,1226102400
185205248,406848374,8,9,5.000000,1101513600
202900044,429327274,0,0,4.000000,1067299200
203489877,434504591,3,13,1.000000,1210204800
203489877,472122352,7,15,3.000000,1101168000
203162190,205914897,0,8,3.000000,921888000
217186953,450888631,3,3,4.000000,1118534400
208274001,449577875,2,2,5.000000,1351468800
219546222,472974275,8,9,5.000000,1133827200
213058133,434373570,3,19,3.000000,1331510400
214827639,442500048,2,3,5.000000,1187568000
209519225,461374404,7,7,5.000000,1005177600
208142972,484049903,1,1,1.000000,1000771200
212795994,448004987,1,1,5.000000,1358726400
221708937,468911069,0,1,4.000000,1261008000
185926148,205914897,2,2,4.000000,1075852800
206439005,205914897,7,9,5.000000,943056000
201065053,346161970,0,0,5.000000,1324857600
198902352,388956990,1,1,5.000000,1230336000
199623252,475595725,5,16,1.000000,1149811200
196739608,461767605,1,1,5.000000,1068076800
196739608,205914897,0,1,5.000000,1058572800
203358811,519767119,20,34,1.000000,1045699200
203817570,412418945,13,36,1.000000,1025913600
203817570,470614990,0,1,3.000000,1050624000
200933976,453772264,2,5,5.000000,1092355200
186647048,462095316,0,0,4.000000,1332720000
202572369,435160016,2,3,4.000000,1260230400
221053572,462095306,0,0,5.000000,1348790400
200344159,480707559,2,6,2.000000,1230249600
185205248,382927688,0,1,3.000000,1274659200
216007300,411108230,0,0,5.000000,1190592000
220267142,422970268,0,0,5.000000,1300233600
220201619,469631951,2,15,1.000000,1251590400
197395008,205914897,12,13,5.000000,934502400
198312520,403047254,0,1,4.000000,1048032000
217449077,488047579,0,0,4.000000,1294531200
227607175,464978869,9,10,5.000000,991699200
209584776,397411220,2,2,5.000000,1209254400
229245597,205914897,0,0,5.000000,922320000
195166774,445252526,5,7,2.000000,1242432000
200868409,205914897,0,0,5.000000,1057622400
203096666,205914897,4,4,5.000000,1074816000
214172297,421069721,33,43,5.000000,1155945600
202572368,450167717,0,3,5.000000,1104710400
185926148,851707138,0,0,5.000000,1353369600
209388142,487392233,0,0,5.000000,1304467200
221774478,406520731,0,1,3.000000,1025136000
196018749,417596272,1,2,5.000000,960854400
195691064,435422122,2,2,5.000000,962582400
195822138,490865648,1,1,4.000000,1210636800
204866131,427754400,5,6,5.000000,1139443200
202834506,491258808,2,4,5.000000,1062547200
202834506,205914897,0,0,5.000000,1060732800
208929380,474743760,2,2,5.000000,1128038400
213254786,462160855,0,0,5.000000,1358467200
205783620,483328970,7,36,1.000000,1010275200
205390407,422773609,9,19,1.000000,1182816000
206242412,441254831,14,15,5.000000,1003017600
196739649,360514367,4,7,5.000000,1007683200
215614062,472646572,0,0,4.000000,1238976000
215614062,421987232,1,1,4.000000,1339545600
212861528,452985757,1,2,5.000000,1332374400
184484348,423887781,4,4,5.000000,1019260800
207487611,481887206,0,0,4.000000,1258761600
205062741,477955022,0,0,5.000000,1348012800
207028851,444924821,3,3,5.000000,1272672000
205980259,205914897,0,0,5.000000,994032000
207225461,457180127,0,0,5.000000,1008979200
207225461,455869363,0,0,4.000000,1044489600
206570091,501417002,3,3,5.000000,1142294400
194708018,365757302,1,1,5.000000,1082160000
207159924,451675051,0,1,5.000000,1334966400
207028850,460981161,3,5,5.000000,1140998400
200147534,205914897,0,0,5.000000,937699200
200147534,205914897,0,0,5.000000,935625600
200147534,434570119,0,0,5.000000,1308873600
200147534,415695735,0,0,5.000000,965952000
207618686,205914897,2,2,3.000000,1076716800
197657146,460981200,2,6,3.000000,992217600
192217639,503383030,6,7,2.000000,953683200
207749759,428671877,0,0,4.000000,1361059200
201065031,468911042,0,0,5.000000,925603200
211485294,411042688,1,2,5.000000,1106265600
209388125,444138402,0,0,3.000000,1360540800
214368878,470418363,3,4,3.000000,991267200
201589324,437126048,1,1,4.000000,1039737600
202375768,437650330,2,2,5.000000,1204243200
200933954,457769917,3,3,5.000000,1188345600
201654875,462095294,0,0,5.000000,1174348800
220398205,457245617,2,5,5.000000,1073174400
204210759,456197038,0,0,3.000000,1193184000
187367948,205914897,0,0,5.000000,1005350400
202441279,434308002,1,1,5.000000,1024790400
204014166,418907034,14,14,5.000000,1041552000
202441301,496108497,1,1,4.000000,1052006400
200802876,471139256,1,1,4.000000,1026345600
201458246,510526497,5,6,5.000000,1022544000
202244689,443155390,0,4,5.000000,1325203200
196739613,445055878,2,3,5.000000,950572800
216793734,460129180,0,0,2.000000,1326758400
199557703,451740566,12,12,2.000000,1229212800
221446790,488047579,1,1,3.000000,1296345600
222102160,466879432,110,207,5.000000,1211414400
200737337,434701226,5,7,1.000000,1058745600
220070512,461833168,2,16,2.000000,1223337600
211812969,485491712,9,10,5.000000,1148169600
212730471,474481597,0,0,5.000000,1358294400
212140644,403309409,12,14,1.000000,1214352000
224133774,477234149,0,0,1.000000,1361491200
194576922,447218646,0,0,4.000000,1356825600
214434434,454755268,2,2,4.000000,1248393600
200737349,495584274,2,2,5.000000,1002672000
214172265,451085215,0,0,4.000000,1353715200
213647994,457704388,34,38,5.000000,1132012800
194118194,474809280,7,8,5.000000,978912000
203096660,205914897,2,4,1.000000,1064707200
195166785,468583336,10,14,4.000000,1056585600
202637914,464782288,3,4,4.000000,1059955200
202703451,205914897,4,15,1.000000,1066694400
190251535,465961947,1,1,4.000000,1023494400
190251535,437584781,2,4,5.000000,1062374400
202244677,441713532,3,21,2.000000,1051747200
204472935,480248823,1,1,5.000000,1039392000
204407398,440992609,1,2,3.000000,1119398400
195560005,481821692,1,1,5.000000,1342915200
201654869,485819340,3,3,5.000000,1090022400
204866156,425329547,3,3,5.000000,1068336000
204604008,488113113,0,0,5.000000,1269388800
206307945,483525587,0,0,4.000000,1072483200
204735082,447742887,1,5,4.000000,1046304000
204800618,472122338,0,0,5.000000,1360454400
200540758,475136980,7,7,4.000000,1050883200
195953225,466879455,5,5,5.000000,1261267200
195953225,433324912,7,7,5.000000,1173484800
196018762,476054474,2,2,4.000000,996969600
202703433,414974812,1,4,5.000000,1221782400
202703432,437322643,1,1,4.000000,1273795200
199164479,368575271,1,1,1.000000,1171238400
215482990,436077491,1,2,5.000000,1310774400
201720402,393806683,0,0,4.000000,996537600
228131485,402391928,4,4,5.000000,1175040000
204735077,405734237,1,5,5.000000,1162512000
205128299,393544544,0,0,5.000000,1035849600
229638835,448594830,2,2,3.000000,1148947200
198574643,412877716,20,24,4.000000,1012608000
230032056,412550049,0,2,5.000000,1270080000
230032056,447611776,0,0,5.000000,1303171200
227672760,452330405,2,6,5.000000,1187568000
229769907,413205368,2,4,2.000000,1191283200
205193814,471270322,1,1,5.000000,1057276800
205587055,432800667,1,1,5.000000,1350000000
208077427,467993558,1,3,5.000000,1109289600
229900979,458359730,2,2,4.000000,1246579200
223281804,446104456,8,9,3.000000,1178496000
205849201,440337324,0,0,5.000000,1355356800
211747470,477823977,17,18,4.000000,1115596800
227345063,463340476,0,0,5.000000,1359244800
204014163,411239306,1,2,2.000000,1051920000
212009617,439157693,0,0,5.000000,1172102400
205062755,449971140,0,0,2.000000,1334707200
214041215,473695199,2,2,5.000000,973209600
214041215,467862464,0,0,4.000000,1181174400
214041215,495584201,1,1,5.000000,940291200
204407384,329974543,0,0,5.000000,1113782400
205587050,494339059,7,11,5.000000,1036713600
206045809,417923955,2,4,3.000000,1044748800
205128290,205914897,2,7,5.000000,1051660800
198312514,495387625,4,9,3.000000,945820800
205914733,459998150,0,0,4.000000,1067817600
210109040,205914897,2,10,4.000000,1006128000
212075150,456393693,3,9,5.000000,1089936000
225313405,490472442,2,5,1.000000,1167955200
192938549,466224065,1,8,5.000000,1036022400
205718119,471401415,0,0,1.000000,1265846400
208994926,422380440,0,1,5.000000,1227657600
206176877,428082069,6,12,5.000000,1130889600
206176877,413664103,0,0,5.000000,1338854400
206045803,378012485,0,9,1.000000,1103241600
213975642,459539393,3,4,3.000000,1206921600
206963320,436667276,0,0,5.000000,1336953600
209125998,473891771,0,0,3.000000,1359331200
214631039,483525587,1,41,1.000000,1076716800
214631039,205914897,0,0,5.000000,1056326400
228393641,205914897,1,2,1.000000,955929600
205193820,487850978,1,1,5.000000,1304812800
206635603,383845210,12,16,5.000000,987379200
222036605,401015654,12,13,5.000000,1003190400
204735082,412222318,3,6,3.000000,1287792000
213254768,441517001,0,0,5.000000,1191974400
221905540,488178679,3,5,5.000000,1191283200
208798316,455607230,0,0,5.000000,1254528000
202506823,458818487,2,2,5.000000,1168560000
208667242,458818499,0,0,5.000000,1004313600
208601705,436011922,1,7,5.000000,1042243200
202900044,463537098,220,252,3.000000,1014422400
208863851,457311166,3,4,4.000000,1047340800
208994924,479462371,1,1,5.000000,917568000
208994924,415368094,2,2,5.000000,1013990400
208339554,492897279,0,0,5.000000,1305072000
187892265,205914897,1,12,1.000000,1271894400
199819867,486343666,1,2,3.000000,1025136000
208142941,468517857,0,1,5.000000,1210723200
214762087,421004178,0,0,4.000000,999734400
187367939,464716739,0,0,5.000000,1357084800
212992650,386466650,0,0,4.000000,1276560000
197263930,427819915,0,0,3.000000,988761600
212533889,428606349,1,1,5.000000,1226793600
187367948,419562352,1,2,5.000000,1335312000
184484349,205914897,1,1,5.000000,927244800
185205250,428213115,15,15,1.000000,1121817600
202310226,381944652,0,2,3.000000,1167782400
202441300,464389064,0,0,5.000000,1278460800
202179152,437519255,0,0,5.000000,978739200
202244689,465699767,2,3,5.000000,1231891200
202637911,407372665,4,5,5.000000,1112832000
201982541,441123760,7,12,1.000000,986256000
231932578,445186969,0,1,2.000000,1194134400
202900056,205914897,1,1,5.000000,990316800
204014184,461112277,1,1,2.000000,1035590400
201589314,495715295,58,64,3.000000,1035072000
222298773,442565520,1,3,2.000000,1092355200
210371164,437584796,0,0,4.000000,1170115200
216269444,451019712,0,0,5.000000,1356912000
224068255,474219475,0,0,5.000000,1353283200
206111336,458163104,5,5,4.000000,1163980800
221512339,441582516,0,5,2.000000,1278201600
211878532,425067396,3,3,5.000000,1121817600
200278612,205914897,1,11,1.000000,933120000
198640186,205914897,0,0,3.000000,922233600
190251532,396690296,0,0,5.000000,1058227200
200081998,432735118,0,0,5.000000,962496000
211812966,478544868,7,7,4.000000,1194566400
195297834,521274429,4,5,3.000000,1094774400
212730483,414843741,101,114,4.000000,1243900800
215155325,449053572,0,7,3.000000,1272672000
203620943,471663581,45,49,5.000000,1047600000
204997220,484246504,0,3,5.000000,966902400
215548504,461702067,0,0,4.000000,1325894400
213451374,379061081,6,27,1.000000,1023926400
213189247,436798362,3,3,5.000000,1335052800
205980228,452330429,3,9,4.000000,1105401600
209519207,471204805,0,1,5.000000,1221955200
205521512,459735985,4,6,5.000000,947289600
204145234,428671899,2,2,5.000000,1261612800
202965568,474285025,0,2,5.000000,1179273600
186647042,425722782,3,10,2.000000,967507200
204997214,444728213,1,3,5.000000,955670400
207487573,456262595,1,1,5.000000,1200614400
199492175,413205400,0,0,4.000000,1204070400
216466040,439747447,4,5,5.000000,1089590400
206635615,449643405,0,0,5.000000,1119052800
210895443,470614996,4,14,2.000000,991785600
213320312,477037538,1,4,1.000000,1042934400
213451389,461964250,2,2,4.000000,1276473600
203358808,205914897,5,7,5.000000,949536000
204669518,458818504,0,1,4.000000,992217600
207225460,205914897,19,74,1.000000,1076544000
207422071,471598024,0,0,5.000000,1358380800
205062738,490472453,0,0,5.000000,1310256000
205128275,489489402,0,0,5.000000,1207699200
207290995,469763035,0,10,1.000000,1334880000
207422069,447873981,1,1,5.000000,1176249600
206570088,471008213,0,0,5.000000,1005436800
210895480,460915668,1,2,4.000000,1157414400
208863832,512099318,0,0,1.000000,1171065600
207618678,396690284,4,14,3.000000,1184803200
221119123,472318948,1,1,5.000000,1349308800
212861530,484639722,0,3,5.000000,1326931200
188809734,408617836,0,0,5.000000,1302998400
200933974,436929425,3,3,5.000000,1123113600
204407381,471139307,0,0,5.000000,1183161600
208077433,446235510,0,2,5.000000,1249344000
207290989,467272655,1,1,1.000000,1134000000
191496749,205914897,0,0,4.000000,911520000
227017353,403178369,1,1,5.000000,1355702400
206963303,446301135,0,0,4.000000,1249603200
185205251,420479864,0,0,5.000000,1153785600
205390440,461571022,4,5,5.000000,1008892800
205390440,494273533,0,0,5.000000,1322870400
208536189,423035763,0,0,3.000000,1313884800
222233198,447218569,2,2,3.000000,1262995200
189530636,420283298,5,5,4.000000,993081600
206439004,490865648,2,4,1.000000,1200528000
206766688,395903846,1,2,5.000000,948931200
219546242,495322087,0,0,4.000000,1357862400
202834518,433259455,1,1,2.000000,1064793600
203031129,470615012,0,0,4.000000,1017446400
209388166,436011918,6,7,2.000000,1124064000
206701149,441385919,4,5,3.000000,922838400
201392725,471139277,0,0,5.000000,1008460800
223543967,436011933,1,3,5.000000,1293494400
201130577,412287872,0,0,4.000000,1248912000
216662655,453772233,4,4,5.000000,1222646400
